Time,Altitude,Velocity,Mass,Thrust,Phase
44.5,64823.809034452046,-289.5426675081958,25000.0,0,Coasting
45.0,64679.15264623487,-289.3127764343454,25000.0,0,Coasting
45.5,64534.607128172574,-289.0910361245962,25000.0,0,Coasting
46.0,64390.16855244229,-288.87715146058116,25000.0,0,Coasting
46.5,64245.83313322647,-288.67083843162743,25000.0,0,Coasting
47.0,64101.59722138258,-288.47182368777726,25000.0,0,Coasting
47.5,63957.45729932621,-288.27984411274497,25000.0,0,Coasting
48.0,63813.40997611832,-288.0946464157928,25000.0,0,Coasting
48.5,63669.45198274753,-287.91598674156955,25000.0,0,Coasting
49.0,63525.58016759902,-287.74363029701055,25000.0,0,Coasting
49.5,63381.791492101795,-287.5773509944498,25000.0,0,Coasting
50.0,63238.08302654672,-287.41693111014445,25000.0,0,Coasting
50.5,63094.451946067995,-287.26216095745707,25000.0,0,Coasting
51.0,62950.895526781,-287.11283857398274,25000.0,0,Coasting
51.5,62807.41114207003,-286.9687694219496,25000.0,0,Coasting
52.0,62663.9962590194,-286.8297661012573,25000.0,0,Coasting
52.5,62520.64843498212,-286.69564807455305,25000.0,0,Coasting
53.0,62377.36531428023,-286.56624140377863,25000.0,0,Coasting
53.5,62234.144625031404,-286.44137849765093,25000.0,0,Coasting
54.0,62090.98417609662,-286.32089786956834,25000.0,0,Coasting
54.5,61947.88185414389,-286.20464390546215,25000.0,0,Coasting
55.0,61804.835620823316,-286.09246664113766,25000.0,0,Coasting
55.5,61661.84351004898,-285.984221548673,25000.0,0,Coasting
56.0,61518.903625383246,-285.8797693314665,25000.0,0,Coasting
56.5,61376.01413751947,-285.7789757275445,25000.0,0,Coasting
57.0,61233.17328185909,-285.68171132076156,25000.0,0,Coasting
57.5,61090.37935617932,-285.5878513595431,25000.0,0,Coasting
58.0,60947.6307183879,-285.49727558283826,25000.0,0,Coasting
58.5,60804.92578436142,-285.40986805296836,25000.0,0,Coasting
59.0,60662.26302586388,-285.3255169950701,25000.0,0,Coasting
59.5,60519.64096854246,-285.2441146428492,25000.0,0,Coasting
60.0,60377.058189997275,-285.1655570903732,25000.0,0,Coasting
60.5,60234.51331792245,-285.0897441496451,25000.0,0,Coasting
61.0,60092.005028315594,-285.01657921371236,25000.0,0,Coasting
61.5,59949.53204375305,-284.9459691250778,25000.0,0,Coasting
62.0,59807.093131728456,-284.8778240491892,25000.0,0,Coasting
62.5,59664.687103052056,-284.8120573527954,25000.0,0,Coasting
63.0,59522.31281030857,-284.7485854869666,25000.0,0,Coasting
63.5,59379.96914637127,-284.68732787458583,25000.0,0,Coasting
64.0,59237.65504297021,-284.62820680212803,25000.0,0,Coasting
64.5,59095.369469312434,-284.5711473155501,25000.0,0,Coasting
65.0,58953.111430752375,-284.51607712012515,25000.0,0,Coasting
65.5,58810.879967510344,-284.46292648406086,25000.0,0,Coasting
66.0,58668.67415343747,-284.41162814574847,25000.0,0,Coasting
66.5,58526.493094825215,-284.3621172244969,25000.0,0,Coasting
67.0,58384.33592925791,-284.3143311346125,25000.0,0,Coasting
67.5,58242.20182450656,-284.2682095026905,25000.0,0,Coasting
68.0,58100.089977462565,-284.22369408799125,25000.0,0,Coasting
68.5,57957.99961310968,-284.1807287057785,25000.0,0,Coasting
69.0,57815.92998353293,-284.139259153504,25000.0,0,Coasting
69.5,57673.880366963065,-284.09923313972547,25000.0,0,Coasting
70.0,57531.85006685524,-284.0606002156524,25000.0,0,Coasting
70.5,57389.83841100063,-284.0233117092162,25000.0,0,Coasting
71.0,57247.84475066984,-283.98732066156714,25000.0,0,Coasting
71.5,57105.86845978689,-283.9525817659043,25000.0,0,Coasting
72.0,56963.90893413262,-283.91905130854855,25000.0,0,Coasting
72.5,56821.96559057653,-283.88668711217184,25000.0,0,Coasting
73.0,56680.03786633598,-283.855448481101,25000.0,0,Coasting
73.5,56538.12521826167,-283.8252961486161,25000.0,0,Coasting
74.0,56396.227122148586,-283.79619222616776,25000.0,0,Coasting
74.5,56254.343072071366,-283.76810015444084,25000.0,0,Coasting
75.0,56112.47257974327,-283.74098465619363,25000.0,0,Coasting
75.5,55970.615173897866,-283.7148116908066,25000.0,0,Coasting
76.0,55828.77039969263,-283.68954841047565,25000.0,0,Coasting
76.5,55686.937818133636,-283.6651631179886,25000.0,0,Coasting
77.0,55545.117005520624,-283.6416252260248,25000.0,0,Coasting
77.5,55403.30755291166,-283.6189052179221,25000.0,0,Coasting
78.0,55261.50906560673,-283.59697460985507,25000.0,0,Coasting
78.5,55119.72116264955,-283.57580591437346,25000.0,0,Coasting
79.0,54977.943476346925,-283.5553726052493,25000.0,0,Coasting
79.5,54836.17565180513,-283.5356490835846,25000.0,0,Coasting
80.0,54694.417346482565,-283.516610645133,25000.0,0,Coasting
80.5,54552.66822975817,-283.49823344879115,25000.0,0,Coasting
81.0,54410.927982515066,-283.4804944862153,25000.0,0,Coasting
81.5,54269.1962967388,-283.4633715525237,25000.0,0,Coasting
82.0,54127.47287512978,-283.44684321804334,25000.0,0,Coasting
82.5,53985.757430729245,-283.43088880106404,25000.0,0,Coasting
83.0,53844.049686558465,-283.4154883415622,25000.0,0,Coasting
83.5,53702.34937527053,-283.4006225758592,25000.0,0,Coasting
84.0,53560.656238814445,-283.38627291218063,25000.0,0,Coasting
84.5,53418.9700281109,-283.3724214070834,25000.0,0,Coasting
85.0,53277.290502739546,-283.3590507427189,25000.0,0,Coasting
85.5,53135.617430637096,-283.34614420490277,25000.0,0,Coasting
86.0,52993.95058780612,-283.3336856619609,25000.0,0,Coasting
86.5,52852.289758033956,-283.321659544325,25000.0,0,Coasting
87.0,52710.63473262153,-283.31005082484927,25000.0,0,Coasting
87.5,52568.98531012162,-283.2988449998236,25000.0,0,Coasting
88.0,52427.34129608629,-283.28802807065676,25000.0,0,Coasting
88.5,52285.70250282319,-283.2775865262069,25000.0,0,Coasting
89.0,52144.06874916032,-283.267507325735,25000.0,0,Coasting
89.5,52002.439860219085,-283.2577778824597,25000.0,0,Coasting
90.0,51860.81566719524,-283.24838604769155,25000.0,0,Coasting
90.5,51719.196007147475,-283.23932009552595,25000.0,0,Coasting
91.0,51577.580722793435,-283.23056870807517,25000.0,0,Coasting
91.5,51435.969662312826,-283.2221209612198,25000.0,0,Coasting
92.0,51294.36267915739,-283.2139663108613,25000.0,0,Coasting
92.5,51152.759631867564,-283.2060945796576,25000.0,0,Coasting
93.0,51011.160383895454,-283.19849594422504,25000.0,0,Coasting
93.5,50869.56480343406,-283.19116092278944,25000.0,0,Coasting
94.0,50727.97276325243,-283.1840803632706,25000.0,0,Coasting
94.5,50586.38414053654,-283.17724543178514,25000.0,0,Coasting
95.0,50444.79881673576,-283.1706476015522,25000.0,0,Coasting
95.5,50303.21667741467,-283.16427864218844,25000.0,0,Coasting
96.0,50161.63761210998,-283.1581306093777,25000.0,0,Coasting
96.5,50020.06151419253,-283.15219583490307,25000.0,0,Coasting
97.0,49878.48828073402,-283.1464669170278,25000.0,0,Coasting
97.5,49736.917812378415,-283.1409367112126,25000.0,0,Coasting
98.0,49595.35001321784,-283.1355983211583,25000.0,0,Coasting
98.5,49453.784790672755,-283.13044509016163,25000.0,0,Coasting
99.0,49312.22205537637,-283.12547059277324,25000.0,0,Coasting
99.5,49170.66172106299,-283.1206686267475,25000.0,0,Coasting
100.0,49037.10370446036,-267.11603320527354,24997.5,800000,Boost-back Burn
100.5,48911.2793300873,-251.64874874611422,24995.0,800000,Boost-back Burn
101.0,48792.943836205675,-236.6709877632567,24992.5,800000,Boost-back Burn
101.5,48681.87416073582,-222.13935093971847,24990.0,800000,Boost-back Burn
102.0,48577.867009194626,-208.01430308237548,24987.5,800000,Boost-back Burn
102.5,48480.737164784536,-194.25968882017503,24985.0,800000,Boost-back Burn
103.0,48390.31600740437,-180.8423147603328,24982.5,800000,Boost-back Burn
103.5,48306.45021377732,-167.7315872540961,24980.0,800000,Boost-back Burn
104.0,48229.00061534566,-154.8991968633133,24977.5,800000,Boost-back Burn
104.5,48157.84119426003,-142.31884217127038,24975.0,800000,Boost-back Burn
105.0,48092.8582008452,-129.9659868296643,24972.5,800000,Boost-back Burn
105.5,48033.94937847408,-117.81764474224588,24970.0,800000,Boost-back Burn
106.0,47981.0232839221,-105.85218910395756,24967.5,800000,Boost-back Burn
106.5,47933.9986930818,-94.04918168059856,24965.0,800000,Boost-back Burn
107.0,47892.8040834528,-82.38921925800102,24962.5,800000,Boost-back Burn
107.5,47857.37718613542,-70.85379463475715,24960.0,800000,Boost-back Burn
108.0,47827.66460118689,-59.4251698970605,24957.5,800000,Boost-back Burn
108.5,47803.62147118054,-48.0862600126978,24955.0,800000,Boost-back Burn
109.0,47785.21120866799,-36.82052502509708,24952.5,800000,Boost-back Burn
109.5,47772.40527400467,-25.61186932665371,24950.0,800000,Boost-back Burn
110.0,47765.18300067943,-14.444546650463993,24947.5,800000,Boost-back Burn
110.5,47763.531465906075,-3.303069546709942,24945.0,800000,Boost-back Burn
111.0,47767.445404801765,7.827877791375208,24942.5,800000,Boost-back Burn
111.5,47776.92340522154,18.95600083955462,24940.0,800000,Boost-back Burn
112.0,47791.95712087762,30.06743131215933,24937.5,800000,Boost-back Burn
112.5,47812.53063072489,41.147019694540454,24935.0,800000,Boost-back Burn
113.0,47838.62050914027,52.1797568307729,24932.5,800000,Boost-back Burn
113.5,47870.195936773474,63.15085526639532,24930.0,800000,Boost-back Burn
114.0,47907.218850934245,74.04582832154601,24927.5,800000,Boost-back Burn
114.5,47949.64413393346,84.85056599843477,24925.0,800000,Boost-back Burn
115.0,47997.419837375906,95.55140688489104,24922.5,800000,Boost-back Burn
115.5,48050.48744002055,106.13520528928663,24920.0,800000,Boost-back Burn
116.0,48108.78213648524,116.58939292937472,24917.5,800000,Boost-back Burn
116.5,48172.23315378328,126.90203459607689,24915.0,800000,Boost-back Burn
117.0,48240.76409244342,137.06187732028096,24912.5,800000,Boost-back Burn
117.5,48314.29328878513,147.05839268341012,24910.0,800000,Boost-back Burn
118.0,48392.73419479911,156.88181202795954,24907.5,800000,Boost-back Burn
118.5,48475.995772018854,166.52315443949016,24905.0,800000,Boost-back Burn
119.0,48563.98289576085,175.97424748398495,24902.5,800000,Boost-back Burn
119.5,48656.5967661566,185.22774079150906,24900.0,800000,Boost-back Burn
120.0,48753.73532249489,194.27711267657733,24897.5,800000,Boost-back Burn
120.5,48855.293657532726,203.11667007567937,24895.0,800000,Boost-back Burn
121.0,48961.16442861353,211.741542161604,24892.5,800000,Boost-back Burn
121.5,49071.238262644285,220.1476680615089,24890.0,800000,Boost-back Burn
122.0,49185.404152224524,228.331779160478,24887.5,800000,Boost-back Burn
122.5,49303.54984048171,236.29137651437694,24885.0,800000,Boost-back Burn
123.0,49425.56219244436,244.0247039252948,24882.5,800000,Boost-back Burn
123.5,49551.32755106947,251.53071725021496,24880.0,800000,Boost-back Burn
124.0,49680.73207632924,258.8090505195327,24877.5,800000,Boost-back Burn
124.5,49813.66206604803,265.8599794375934,24875.0,800000,Boost-back Burn
125.0,49950.004257459885,272.68438282369726,24872.5,800000,Boost-back Burn
125.5,50089.646108725006,279.2837025302493,24870.0,800000,Boost-back Burn
126.0,50232.47605989812,285.65990234622836,24867.5,800000,Boost-back Burn
126.5,50378.38377307824,291.8154263602346,24865.0,800000,Boost-back Burn
127.0,50527.26035168791,297.75315721933816,24862.5,800000,Boost-back Burn
127.5,50678.99853902742,303.4763746790288,24860.0,800000,Boost-back Burn
128.0,50833.49289642587,308.98871479690393,24857.5,800000,Boost-back Burn
128.5,50990.63996146555,314.2941300793636,24855.0,800000,Boost-back Burn
129.0,51150.33838688926,319.3968508474248,24852.5,800000,Boost-back Burn
129.5,51312.48906091206,324.30134804560487,24850.0,800000,Boost-back Burn
130.0,51476.99520975072,329.0122976773131,24847.5,800000,Boost-back Burn
130.5,51643.76248325664,333.53454701185086,24845.0,800000,Boost-back Burn
131.0,51812.699024592825,337.873082672359,24842.5,800000,Boost-back Burn
131.5,51983.7155249334,342.0330006811498,24840.0,800000,Boost-back Burn
132.0,52156.72526418791,346.01947850900734,24837.5,800000,Boost-back Burn
132.5,52331.64413876207,349.8377491483196,24835.0,800000,Boost-back Burn
133.0,52508.39067736524,353.4930772063413,24832.5,800000,Boost-back Burn
133.5,52686.88604586245,356.99073699441186,24830.0,800000,Boost-back Burn
134.0,52867.054042148186,360.3359925714723,24827.5,800000,Boost-back Burn
134.5,53048.82108199098,363.5340796855835,24825.0,800000,Boost-back Burn
135.0,53232.116176763564,366.59018954516387,24822.5,800000,Boost-back Burn
135.5,53416.870903934636,369.5094543421384,24820.0,800000,Boost-back Burn
136.0,53603.019371155584,372.2969344419029,24817.5,800000,Boost-back Burn
136.5,53790.498174730456,374.95760714973625,24815.0,800000,Boost-back Burn
137.0,53979.246353210365,377.49635695981414,24812.5,800000,Boost-back Burn
137.5,54169.205336805906,379.9179671910753,24810.0,800000,Boost-back Burn
138.0,54360.31889326273,382.22711291364766,24807.5,800000,Boost-back Burn
138.5,54552.533070797814,384.42835507016684,24805.0,800000,Boost-back Burn
139.0,54745.79613864677,386.5261356979186,24802.5,800000,Boost-back Burn
139.5,54940.05852572685,388.5247741601443,24800.0,800000,Boost-back Burn
140.0,55135.2727578758,390.42846429790467,24797.5,800000,Boost-back Burn
140.5,55331.39339408453,392.24127241746436,24795.0,800000,Boost-back Burn
141.0,55528.376962100585,393.9671360321096,24792.5,800000,Boost-back Burn
141.5,55726.181893741355,395.60986328153757,24790.0,800000,Boost-back Burn
142.0,55924.76846021954,397.1731329563608,24787.5,800000,Boost-back Burn
142.5,56124.09870774942,398.6604950597696,24785.0,800000,Boost-back Burn
143.0,56324.13639367088,400.07537184292505,24782.5,800000,Boost-back Burn
143.5,56524.84692329846,401.42105925515204,24780.0,800000,Boost-back Burn
144.0,56726.19728767566,402.70072875441696,24777.5,800000,Boost-back Burn
144.5,56928.1560023896,403.91742942787624,24775.0,800000,Boost-back Burn
145.0,57130.69304757782,405.0740903764313,24772.5,800000,Boost-back Burn
145.5,57333.779809238426,406.1735233212033,24770.0,800000,Boost-back Burn
146.0,57537.38902193524,407.21842539363104,24767.5,800000,Boost-back Burn
146.5,57741.49471297248,408.21138207448377,24765.0,800000,Boost-back Burn
147.0,57946.072148097715,409.1548702504594,24762.5,800000,Boost-back Burn
147.5,58151.09777877782,410.0512613602097,24760.0,800000,Boost-back Burn
148.0,58356.549191080114,410.90282460459093,24757.5,800000,Boost-back Burn
148.5,58562.40505617946,411.7117301986867,24755.0,800000,Boost-back Burn
149.0,58768.645082502306,412.4800526456967,24752.5,800000,Boost-back Burn
149.5,58975.249969509874,413.20977401513,24750.0,800000,Boost-back Burn
150.0,59182.20136311482,413.9027872099026,24747.5,800000,Boost-back Burn
150.5,59389.48181271928,414.56089920890986,24745.0,800000,Boost-back Burn
151.0,59597.074729856,415.18583427345305,24742.5,800000,Boost-back Burn
151.5,59804.96434840977,415.77923710753686,24740.0,800000,Boost-back Burn
152.0,60013.13568639154,416.3426759635436,24737.5,800000,Boost-back Burn
152.5,60221.57450923461,416.8776456861362,24735.0,800000,Boost-back Burn
153.0,60430.267294578836,417.38557068845074,24732.5,800000,Boost-back Burn
153.5,60639.2011985067,417.86780785573154,24730.0,800000,Boost-back Burn
154.0,60848.36402319297,418.325649372531,24727.5,800000,Boost-back Burn
154.5,61057.744185928204,418.7603254704679,24725.0,800000,Boost-back Burn
155.0,61267.330689475355,419.173007094307,24722.5,800000,Boost-back Burn
155.5,61477.11309371776,419.5648084848069,24720.0,800000,Boost-back Burn
156.0,61687.08148855645,419.93678967738157,24717.5,800000,Boost-back Burn
156.5,61897.22646801452,420.28995891615125,24715.0,800000,Boost-back Burn
157.0,62107.53910550623,420.6252749834165,24712.5,800000,Boost-back Burn
157.5,62318.010930228724,420.94364944498847,24710.0,800000,Boost-back Burn
158.0,62528.6339046348,421.2459488121536,24707.5,800000,Boost-back Burn
158.5,62739.40040294547,421.5329966213437,24705.0,800000,Boost-back Burn
159.0,62950.30319066189,421.8055754328344,24702.5,800000,Boost-back Burn
159.5,63161.335405036894,422.06442875000243,24700.0,800000,Boost-back Burn
160.0,63372.49053646732,422.3102628608485,24697.5,800000,Boost-back Burn
160.5,63583.76241076914,422.5437486036333,24695.0,800000,Boost-back Burn
161.0,63795.145172298435,422.7655230585881,24692.5,800000,Boost-back Burn
161.5,64006.63326788231,422.97619116775195,24690.0,800000,Boost-back Burn
162.0,64218.221431524835,423.1763272850513,24687.5,800000,Boost-back Burn
162.5,64429.90466985423,423.366476658787,24685.0,800000,Boost-back Burn
163.0,64641.67824827859,423.5471568487236,24682.5,800000,Boost-back Burn
163.5,64853.53767781859,423.71885907998916,24680.0,800000,Boost-back Burn
164.0,65065.47870258659,423.88204953599814,24677.5,800000,Boost-back Burn
164.5,65277.497287882885,424.03717059259947,24675.0,800000,Boost-back Burn
165.0,65489.5896088807,424.18464199563306,24672.5,800000,Boost-back Burn
165.5,65701.75203987272,424.32486198405235,24670.0,800000,Boost-back Burn
166.0,65913.98114405309,424.4582083607352,24667.5,800000,Boost-back Burn
166.5,66126.27366380962,424.58503951306693,24665.0,800000,Boost-back Burn
167.0,66338.6265115023,424.7056953853337,24662.5,800000,Boost-back Burn
167.5,66551.03676070475,424.82049840491777,24660.0,800000,Boost-back Burn
168.0,66763.50163788687,424.929754364233,24657.5,800000,Boost-back Burn
168.5,66976.01851451701,425.03375326028606,24655.0,800000,Boost-back Burn
169.0,67188.58489956385,425.1327700936924,24652.5,800000,Boost-back Burn
169.5,67401.19843237831,425.22706562892046,24650.0,800000,Boost-back Burn
170.0,67613.85687593705,425.31688711747813,24647.5,800000,Boost-back Burn
170.5,67826.5581104299,425.4024689856978,24645.0,800000,Boost-back Burn
171.0,68039.30012717427,425.48403348871915,24642.5,800000,Boost-back Burn
171.5,68252.08102284037,425.561791332209,24640.0,800000,Boost-back Burn
172.0,68464.89899397202,425.6359422633017,24637.5,800000,Boost-back Burn
172.5,68677.75233178811,425.7066756321854,24635.0,800000,Boost-back Burn
173.0,68890.63941725096,425.7741709257051,24632.5,800000,Boost-back Burn
173.5,69103.55871638811,425.83859827429677,24630.0,800000,Boost-back Burn
174.0,69316.50877585488,425.9001189335149,24627.5,800000,Boost-back Burn
174.5,69529.48821872556,425.9588857413624,24625.0,800000,Boost-back Burn
175.0,69742.49574050185,426.0150435525818,24622.5,800000,Boost-back Burn
175.5,69955.53010532736,426.06872965101525,24620.0,800000,Boost-back Burn
176.0,70168.59014239791,426.12007414109564,24617.5,800000,Boost-back Burn
176.5,70381.67474255765,426.16920031948166,24615.0,800000,Boost-back Burn
177.0,70594.78285507155,426.2162250278069,24612.5,800000,Boost-back Burn
177.5,70807.91348456529,426.2612589874682,24610.0,800000,Boost-back Burn
178.0,71021.06568812396,426.3044071173373,24607.5,800000,Boost-back Burn
178.5,71234.23857254158,426.3457688352389,24605.0,800000,Boost-back Burn
179.0,71447.43129171358,426.385438344,24602.5,800000,Boost-back Burn
179.5,71660.643044165,426.42350490283746,24600.0,800000,Boost-back Burn
180.0,71873.87307070741,426.4600530848149,24597.5,800000,Boost-back Burn
180.5,72087.12065221794,426.49516302106593,24595.0,800000,Boost-back Burn
181.0,72300.38510753417,426.52891063244795,24592.5,800000,Boost-back Burn
181.5,72513.6657914588,426.5613678492571,24590.0,800000,Boost-back Burn
182.0,72726.9620928686,426.5926028196083,24587.5,800000,Boost-back Burn
182.5,72940.27343292213,426.6226801070511,24585.0,800000,Boost-back Burn
183.0,73153.59926336112,426.6516608779678,24582.5,800000,Boost-back Burn
183.5,73366.93906490075,426.67960307927143,24580.0,800000,Boost-back Burn
184.0,73580.2923457042,426.7065616068976,24577.5,800000,Boost-back Burn
184.5,73793.65863993698,426.73258846555814,24575.0,800000,Boost-back Burn
185.0,74007.03750639709,426.757732920203,24572.5,800000,Boost-back Burn
185.5,74220.42852721689,426.7820416396145,24570.0,800000,Boost-back Burn
186.0,74433.83130663316,426.80555883253544,24567.5,800000,Boost-back Burn
186.5,74647.24546982152,426.82832637671567,24565.0,800000,Boost-back Burn
187.0,74860.67066179213,426.85038394123853,24562.5,800000,Boost-back Burn
187.5,75074.10654634336,426.87176910247473,24560.0,800000,Boost-back Burn
188.0,75287.55280507036,426.89251745398997,24557.5,800000,Boost-back Burn
188.5,75501.00913642572,426.912662710719,24555.0,800000,Boost-back Burn
189.0,75714.47525482958,426.9322368077015,24552.5,800000,Boost-back Burn
189.5,75927.95088982642,426.9512699936605,24550.0,800000,Boost-back Burn
190.0,76141.43578528626,426.9697909196906,24547.5,800000,Boost-back Burn
190.5,76354.92969864792,426.9878267233083,24545.0,800000,Boost-back Burn
191.0,76568.43240020197,427.00540310810555,24542.5,800000,Boost-back Burn
191.5,76781.9436724116,427.02254441923384,24540.0,800000,Boost-back Burn
192.0,76995.46330926906,427.0392737149353,24537.5,800000,Boost-back Burn
192.5,77208.99111568622,427.05561283432655,24535.0,800000,Boost-back Burn
193.0,77422.52690691703,427.07158246162965,24532.5,800000,Boost-back Burn
193.5,77636.07050801055,427.087202187035,24530.0,800000,Boost-back Burn
194.0,77849.62175329274,427.10249056437203,24527.5,800000,Boost-back Burn
194.5,78063.18048587562,427.1174651657529,24525.0,800000,Boost-back Burn
195.0,78276.7465571923,427.1321426333481,24522.5,800000,Boost-back Burn
195.5,78490.31982655652,427.1465387284429,24520.0,800000,Boost-back Burn
196.0,78703.90016074547,427.16066837791686,24517.5,800000,Boost-back Burn
196.5,78917.4874336046,427.1745457182804,24515.0,800000,Boost-back Burn
197.0,79131.0815256733,427.18818413739706,24512.5,800000,Boost-back Burn
197.5,79344.6823238303,427.2015963140114,24510.0,800000,Boost-back Burn
198.0,79558.28972095791,427.2147942551977,24507.5,800000,Boost-back Burn
198.5,79771.90361562383,427.2277893318387,24505.0,800000,Boost-back Burn
199.0,79985.52391177995,427.2405923122367,24502.5,800000,Boost-back Burn
199.5,80199.15051847693,427.2532133939551,24500.0,800000,Boost-back Burn
200.0,80404.6200842878,410.9391316217388,24500.0,0,Re-entry
200.5,80602.35993228936,395.479696003112,24500.0,0,Re-entry
201.0,80792.75964935495,380.79943413119236,24500.0,0,Re-entry
201.5,80976.17535988822,366.8314210665276,24500.0,0,Re-entry
202.0,81152.93340506268,353.5160903489221,24500.0,0,Re-entry
202.5,81323.3335244204,340.8002387154479,24500.0,0,Re-entry
203.0,81487.65161869349,328.63618854616624,24500.0,0,Re-entry
203.5,81646.14215845338,316.98107951978176,24500.0,0,Re-entry
204.0,81799.0402918141,305.7962667214364,24500.0,0,Re-entry
204.5,81946.56369527668,295.0468069251384,24500.0,0,Re-entry
205.0,82088.9142044181,284.7010182828434,24500.0,0,Re-entry
205.5,82226.27925512793,274.7301014196379,24500.0,0,Re-entry
206.0,82358.83316119318,265.1078121305101,24500.0,0,Re-entry
206.5,82486.73825000679,255.810177627221,24500.0,0,Re-entry
207.0,82610.14587485234,246.8152496911166,24500.0,0,Re-entry
207.5,82729.19731946415,238.1028892236111,24500.0,0,Re-entry
208.0,82844.02460826794,229.65457760757164,24500.0,0,Re-entry
208.5,82954.75123378997,221.45325104406464,24500.0,0,Re-entry
209.0,83061.49281111207,213.48315464419053,24500.0,0,Re-entry
209.5,83164.35766789301,205.72971356188833,24500.0,0,Re-entry
210.0,83263.44737732889,198.1794188717473,24500.0,0,Re-entry
210.5,83358.85724045025,190.81972624272584,24500.0,0,Re-entry
211.0,83450.67672332401,183.63896574751652,24500.0,0,Re-entry
211.5,83538.98985401836,176.62626138871542,24500.0,0,Re-entry
212.0,83623.87558358109,169.77145912545575,24500.0,0,Re-entry
212.5,83705.4081147584,163.0650623546066,24500.0,0,Re-entry
213.0,83783.65720173068,156.4981739445621,24500.0,0,Re-entry
213.5,83858.68842375146,150.0624440415632,24500.0,0,Re-entry
214.0,83930.5634352375,143.75002297208025,24500.0,0,Re-entry
214.5,83999.34019456404,137.55351865305065,24500.0,0,Re-entry
