Time,Altitude,Velocity,Mass,Thrust,Phase
32.0,68491.43907445799,-299.09802283924165,25000.0,0,Coasting
32.5,68342.1772641234,-298.5236206691781,25000.0,0,Coasting
33.0,68193.1921420718,-297.9702441032102,25000.0,0,Coasting
33.5,68044.4735994278,-297.4370852879909,25000.0,0,Coasting
34.0,67896.01191438726,-296.9233700810832,25000.0,0,Coasting
34.5,67747.79773615753,-296.4283564594393,25000.0,0,Coasting
35.0,67599.82206964977,-295.9513330155031,25000.0,0,Coasting
35.5,67452.07626088212,-295.4916175352918,25000.0,0,Coasting
36.0,67304.55198305551,-295.0485556532324,25000.0,0,Coasting
36.5,67157.24122326606,-294.62151957890757,25000.0,0,Coasting
37.0,67010.13626982045,-294.20990689121976,25000.0,0,Coasting
37.5,66863.22970012255,-293.8131393958022,25000.0,0,Coasting
38.0,66716.51436910166,-293.43066204180315,25000.0,0,Coasting
38.5,66569.98339815444,-293.06194189444284,25000.0,0,Coasting
39.0,66423.63016457444,-292.70646715999266,25000.0,0,Coasting
39.5,66277.44829144441,-292.36374626005903,25000.0,0,Coasting
40.0,66131.43163796827,-292.033306952267,25000.0,0,Coasting
40.5,65985.57429022095,-291.71469549463654,25000.0,0,Coasting
41.0,65839.87055229538,-291.4074758511254,25000.0,0,Coasting
41.5,65694.3149378274,-291.1112289359825,25000.0,0,Coasting
42.0,65548.90216188005,-290.8255518947097,25000.0,0,Coasting
42.5,65403.62713317026,-290.5500574195744,25000.0,0,Coasting
43.0,65258.484946621385,-290.2843730977502,25000.0,0,Coasting
43.5,65113.470876226245,-290.028140790284,25000.0,0,Coasting
44.0,64968.580368206145,-289.78101604020503,25000.0,0,Coasting
